array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
CAL54_KIDNEY	CAL54_KIDNEY	called	0.99	2.45	1	0.4	10	0.99	0.09	2.22542890680971	1.10140468788516
RERFLCAI_LUNG	RERFLCAI_LUNG	called	1	2.37	1	0.42	9	1	0.25	2.1814722654982	1.06718523238565
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.45	0	0.4	10	0.99	0.07	2.29320330701328	1.06729216861512
NCIH838_LUNG	NCIH838_LUNG	called	1	2.36	1	0.42	9	1	0.12	2.01375270747048	1.14318383849129
SCC9_UPPER_AERODIGESTIVE_TRACT	SCC9_UPPER_AERODIGESTIVE_TRACT	called	1	3.34	1	0.3	14	1	0.19	3.15819290968977	1.04310530868659
NCIH2066_LUNG	NCIH2066_LUNG	called	1	2.27	1	0.44	9	1	0.17	2.22554092849247	1.02576624355644
FTC133_THYROID	FTC133_THYROID	called	0.99	1.21	0	0.81	4	0.98	0.49	1.27099148493246	1.03875983089227
HCC827_LUNG	HCC827_LUNG	called	1	2.74	1	0.37	11	1	0.18	2.45960311115695	1.11965816827178
ISTMES2_PLEURA	ISTMES2_PLEURA	called	1	1.89	0	0.53	7	1	0.1	1.63231621995538	1.15823034670893
HCC70_BREAST	HCC70_BREAST	called	1	4.65	2	0.21	19	1	0.49	4.48168907033807	1.06052850570654
NCIH2171_LUNG	NCIH2171_LUNG	called	1	1.82	0	0.55	7	1	0.22	1.85892804184634	1.00503490447835
UACC812_BREAST	UACC812_BREAST	called	0.99	2.78	1	0.36	11	0.99	0.17	2.63781167951012	1.04809536022133
A253_SALIVARY_GLAND	A253_SALIVARY_GLAND	called	1	2.95	1	0.34	12	1	0.44	2.61169647342312	1.09913310630511
NCIH1339_LUNG	NCIH1339_LUNG	called	1	2.14	0	0.47	8	1	0.37	1.89648087930495	1.07966912355063
PSN1_PANCREAS	PSN1_PANCREAS	called	1	2.85	1	0.35	11	1	0.28	2.63794445935415	1.05922623653149
NCIH727_LUNG	NCIH727_LUNG	called	0.99	2.69	1	0.37	11	0.99	0.3	2.53438160414598	1.04927098531632
TM31_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	called	1	2.93	1	0.34	12	1	0.14	2.97427407256307	0.993044045203269
SCC15_UPPER_AERODIGESTIVE_TRACT	SCC15_UPPER_AERODIGESTIVE_TRACT	called	1	3.19	1	0.31	13	1	0.24	3.12676836518616	1.0207693540111
NCIH2081_LUNG	NCIH2081_LUNG	called	1	3.09	1	0.32	13	1	0.28	3.25437420288967	0.94109806602645
SKLU1_LUNG	SKLU1_LUNG	called	1	4	2	0.25	16	1	0.3	3.52542148736538	1.13712513712394
A498_KIDNEY	A498_KIDNEY	called	1	3.28	1	0.3	13	1	0.11	3.00416602394643	1.09921339401785
VCAP_PROSTATE	VCAP_PROSTATE	called	1	3.38	1	0.3	14	1	0.1	3.09565650012471	1.08714391415089
NCIH854_LUNG	NCIH854_LUNG	called	1	2.79	1	0.36	11	1	0.38	2.63794445935415	1.04099451221334
KS1_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	called	0.99	1.9	0	0.52	7	0.99	0.43	1.82202708479382	1.0243907950991
NCIH1299_LUNG	NCIH1299_LUNG	called	1	2.62	1	0.38	10	1	0.59	2.41089970641721	1.07508114965752
HUPT4_PANCREAS	HUPT4_PANCREAS	called	1	3.25	1	0.31	13	1	0.41	2.915379499977	1.07775087063099
RERFLCSQ1_LUNG	RERFLCSQ1_LUNG	called	1	2.78	1	0.36	11	1	0.58	2.55998141832927	1.06093270992483
MDST8_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	called	1	2.12	0	0.47	8	1	0.42	1.99371553324308	1.01564735570687
NCIH841_LUNG	NCIH841_LUNG	called	1	2.59	1	0.39	10	1	0.23	2.53450917761785	1.01590352774964
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.03	0	0.49	8	0.99	0.23	1.84033876142788	1.07310350626306
HCC202_BREAST	HCC202_BREAST	called	1	2.94	1	0.34	12	1	0.29	2.88637098926796	1.02683443766011
HUH6_LIVER	HUH6_LIVER	called	0.99	2.01	0	0.49	8	0.99	0.58	1.95413895490814	1.01448047043234
DOV13_OVARY	DOV13_OVARY	called	1	3.21	1	0.31	13	1	0.1	3.064854203293	1.05216263824049
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.92	0	0.52	7	1	0.13	1.80398841539786	1.0587256567146
NCIH441_LUNG	NCIH441_LUNG	called	1	2.73	1	0.37	11	1	0.36	2.53450917761785	1.06030067889332
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.51	1	0.29	14	1	0.13	3.45561346476268	1.02263335710104
NCIH810_LUNG	NCIH810_LUNG	called	1	2.62	1	0.38	10	1	0.2	2.31636697678109	1.13048921941402
CAOV4_OVARY	CAOV4_OVARY	called	0.99	2.57	1	0.39	10	0.99	0.1	2.45947930805097	1.04287796379364
NCIH1651_LUNG	NCIH1651_LUNG	called	1	2.92	2	0.34	12	1	0.32	2.58570965931585	1.1033465094043
SNU685_ENDOMETRIUM	SNU685_ENDOMETRIUM	called	1	5.09	2	0.2	21	1	0.29	5.00281122783359	1.0310838073901
NCIH2452_PLEURA	NCIH2452_PLEURA	called	1	1.7	0	0.59	6	1	0.21	1.61607440219289	1.04438901942885
PK1_PANCREAS	PK1_PANCREAS	called	1	1.72	0	0.58	7	1	0.38	1.61607440219289	1.03268316221279
HEC1A_ENDOMETRIUM	HEC1A_ENDOMETRIUM	called	1	2.14	0	0.47	8	1	0.13	2.20339642625594	0.970072688868104
KYSE520_OESOPHAGUS	KYSE520_OESOPHAGUS	called	1	2.82	1	0.36	11	1	0.34	2.69123447234926	1.06929067531663
NCIH1915_LUNG	NCIH1915_LUNG	called	1	2.08	0	0.48	8	1	0.23	2.05443321064389	1.02260710110965
SKMEL28_SKIN	SKMEL28_SKIN	called	1	4.02	2	0.25	17	1	0.39	3.78104338756878	1.05951790639025
NCIH1693_LUNG	NCIH1693_LUNG	called	1	2.9	1	0.34	12	1	0.29	2.69123447234926	1.06461541688179
SNU899_UPPER_AERODIGESTIVE_TRACT	SNU899_UPPER_AERODIGESTIVE_TRACT	called	0.98	4.39	2	0.23	18	0.99	0.18	4.17848885882659	1.03097794581113
ZR7530_BREAST	ZR7530_BREAST	called	1	1.98	0	0.5	8	1	0.28	1.84043139878164	1.05613052439214
RT4_URINARY_TRACT	RT4_URINARY_TRACT	called	0.98	3.8	1	0.26	16	0.99	0.11	3.49016727249173	1.09785443739083
HCC38_BREAST	HCC38_BREAST	called	1	1.61	0	0.62	6	1	0.44	1.43332941456034	1.11284677606045
JHH1_LIVER	JHH1_LIVER	called	1	4.15	2	0.24	17	1	0.21	3.78104338756878	1.09312925326282
NCIH1385_LUNG	NCIH1385_LUNG	called	0.99	2.69	1	0.37	11	0.99	0.13	2.45947930805097	1.07696660389447
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.18	0	0.45	9	0.99	0.44	1.95413895490814	1.13823464864863
IPC298_SKIN	IPC298_SKIN	called	1	3.56	1	0.28	15	1	0.32	3.49034295746184	1.00674252558723
KYSE410_OESOPHAGUS	KYSE410_OESOPHAGUS	called	1	2.26	1	0.44	9	1	0.4	2.01375270747048	1.08719705162494
CHAGOK1_LUNG	CHAGOK1_LUNG	called	1	2.24	1	0.45	9	1	0.15	1.97387773223045	1.13675143372869
SNU387_LIVER	SNU387_LIVER	called	1	2.92	1	0.34	12	1	0.5	2.66445624192942	1.05252586735303
NCIH1734_LUNG	NCIH1734_LUNG	called	1	2.63	1	0.38	11	1	0.24	2.5092903899363	1.04758796017871
HUH7_LIVER	HUH7_LIVER	called	1	2.54	1	0.39	10	1	0.22	2.55998141832927	1.00368147670473
NIHOVCAR3_OVARY	NIHOVCAR3_OVARY	called	1	3.52	1	0.28	14	1	0.29	3.28708120738312	1.05996898567738
A549_LUNG	A549_LUNG	called	1	2.85	1	0.35	11	1	0.08	2.71828182845905	1.04891369388528
LS123_LARGE_INTESTINE	LS123_LARGE_INTESTINE	called	1	2.66	1	0.38	11	1	0.28	2.41089970641721	1.10522342256599
SKMEL1_SKIN	SKMEL1_SKIN	called	0.98	3.61	1	0.27	15	0.99	0.09	3.35331585628512	1.07110929369719
TYKNU_OVARY	TYKNU_OVARY	called	1	2.5	1	0.4	10	1	0.15	2.27049983753241	1.10233228101634
DANG_PANCREAS	DANG_PANCREAS	called	1	3.03	1	0.33	12	1	0.47	2.80106583469908	1.11073015807066
TT_THYROID	TT_THYROID	called	1	1.93	0	0.52	7	1	0.25	1.89648087930495	1.03576155862268
SNU878_LIVER	SNU878_LIVER	called	0.98	3.03	1	0.33	12	0.99	0.34	3.06469993512346	0.943422294835628
OE19_OESOPHAGUS	OE19_OESOPHAGUS	called	1	2.69	1	0.37	11	1	0.27	2.41089970641721	1.111781331619
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.62	0	0.62	6	1	0.34	1.89648087930495	0.934872467709699
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.1	0	0.48	8	1	0.43	1.99371553324308	1.0355254057177
T98G_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	called	1	2.84	1	0.35	11	1	0.41	2.88637098926796	0.99186095943321
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.99	0	0.5	8	1	0.13	1.93479233440203	1.01267665927648
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.28	0	0.44	9	0.99	0.3	2.09583001644655	1.05737688892785
NCIH2087_LUNG	NCIH2087_LUNG	called	0.99	2.84	1	0.35	12	0.99	0.15	2.71814500486675	1.06363908371499
KYSE140_OESOPHAGUS	KYSE140_OESOPHAGUS	called	0.98	3	1	0.33	12	0.99	0.28	3.15803394335502	0.947739246106812
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.91	0	0.52	7	1	0.44	1.84043139878164	1.02138361466881
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	1.97	0	0.5	8	0.99	0.46	1.99361518039577	1.05876813912187
NCIH209_LUNG	NCIH209_LUNG	called	1	2.04	0	0.49	8	1	0.23	1.97387773223045	1.06001659898103
NCIH1869_LUNG	NCIH1869_LUNG	called	1	3.99	2	0.25	16	1	0.39	3.93535069547047	1.02845823574548
HCC95_LUNG	HCC95_LUNG	called	1	2.55	1	0.39	10	1	0.53	2.15976625378492	1.121865943879
SNU1076_UPPER_AERODIGESTIVE_TRACT	SNU1076_UPPER_AERODIGESTIVE_TRACT	called	1	3.71	1	0.27	15	1	0.45	3.74342137726086	0.965939968780726
GCIY_STOMACH	GCIY_STOMACH	called	1	2.75	1	0.36	11	1	0.19	2.74560101501692	1.01851121595186
LOUNH91_LUNG	LOUNH91_LUNG	called	1	2.16	1	0.46	8	1	0.17	2.11700001661267	1.02839279043494
SBC5_LUNG	SBC5_LUNG	called	0.99	2.97	1	0.33	12	0.99	0.36	2.71814500486675	1.05626292979862
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.05	0	0.48	8	0.99	0.1	2.03388887853745	1.00214587571023
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.05	1	0.33	12	1	0.14	3.49034295746184	0.886391552288841
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.98	0	0.5	8	1	0.1	1.95423732063594	1.00709605538521
SW948_LARGE_INTESTINE	SW948_LARGE_INTESTINE	called	1	2.95	1	0.34	12	1	0.26	2.71828182845905	1.07027346674516
CAL29_URINARY_TRACT	CAL29_URINARY_TRACT	called	1	3.01	1	0.33	12	1	0.21	2.85765111806316	1.04069869421974
JIMT1_BREAST	JIMT1_BREAST	called	1	2.62	1	0.38	10	1	0.23	2.66445624192942	0.993116597560622
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.13	1	0.32	13	1	0.26	3.064854203293	1.03180290053603
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.04	1	0.33	12	1	0.16	3.064854203293	0.985230000024206
KMRC20_KIDNEY	KMRC20_KIDNEY	called	1	1.91	0	0.52	7	1	0.12	2.07508060767412	0.913316275264878
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.93	0	0.52	7	1	0.36	1.78603843075007	1.06768279433055
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	PECAPJ15_UPPER_AERODIGESTIVE_TRACT	called	0.98	3.39	1	0.29	14	0.99	0.5	3.42105733011505	0.99193410214319
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.79	2	0.26	16	0.99	0.18	3.74323295369309	1.01191365755457
BECKER_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	called	0.99	2.8	1	0.35	11	0.99	0.34	2.45947930805097	1.10213500698455
HCC1143_BREAST	HCC1143_BREAST	called	0.98	3.69	2	0.27	15	0.99	0.3	3.38701724092678	1.09674734640905
RCC10RGB_KIDNEY	RCC10RGB_KIDNEY	called	0.98	3.42	1	0.29	14	0.99	0.4	3.06469993512346	1.07520756997329
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2	0	0.5	8	0.99	0.14	1.84033876142788	1.07611875964898
NCIH1755_LUNG	NCIH1755_LUNG	called	1	2.82	1	0.35	11	1	0.42	2.85765111806316	0.977121561890276
NCIH446_LUNG	NCIH446_LUNG	called	1	3.16	1	0.32	13	1	0.42	3.2219926385285	0.959950172717189
G361_SKIN	G361_SKIN	called	0.99	3.24	1	0.31	13	0.99	0.2	3.00401481049132	1.07548337787593
LC1F_LUNG	LC1F_LUNG	NULL	0.96	7.51	2	0.13	40	0.99	0.41	7.84557488667099	1.01564947073175
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.01	0	0.5	8	1	0.06	1.87761057926434	1.05410693524125
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.49	1	0.4	10	1	0.33	2.41089970641721	1.02553278474473
SW1417_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	called	1	3.12	1	0.32	13	1	0.25	2.915379499977	1.06478299340702
SNU216_STOMACH	SNU216_STOMACH	called	1	2.24	1	0.45	9	1	0.28	2.15976625378492	1.02499285411036
EBC1_LUNG	EBC1_LUNG	called	1	3.03	1	0.33	12	1	0.12	2.97427407256307	1.025744464728
KNS42_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	called	1	3.2	1	0.31	13	1	0.18	3.00416602394643	1.07745097618873
A101D_SKIN	A101D_SKIN	called	1	2.63	1	0.38	10	1	0.22	2.5092903899363	1.04121170795272
NCIH1694_LUNG	NCIH1694_LUNG	called	0.99	2.47	1	0.4	10	0.99	0.14	2.55985256272269	0.969828396898785
HT1376_URINARY_TRACT	HT1376_URINARY_TRACT	called	1	2.88	1	0.35	12	1	0.58	2.5092903899363	1.11348844658592
TT_OESOPHAGUS	TT_OESOPHAGUS	called	0.98	3.89	2	0.25	16	0.99	0.31	3.59645869019528	1.11263955905096
ONCODG1_OVARY	ONCODG1_OVARY	called	0.98	3.13	1	0.32	13	0.99	0.16	3.03420566126007	1.02889580046878
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.44	1	0.29	14	1	0.33	3.63278655575281	0.96988140367204
NCIH2227_LUNG	NCIH2227_LUNG	called	1	2.52	1	0.4	10	1	0.13	2.45960311115695	1.02625915335888
NCIH2170_LUNG	NCIH2170_LUNG	called	1	2.91	1	0.34	12	1	0.36	2.85765111806316	1.03213384463022
HUH28_BILIARY_TRACT	HUH28_BILIARY_TRACT	called	0.99	2.42	1	0.41	10	0.99	0.2	2.38679070935304	1.00729983238912
NCIH1781_LUNG	NCIH1781_LUNG	called	1	2.51	1	0.4	10	1	0.14	2.29331874026418	1.1210616132631
TE11_OESOPHAGUS	TE11_OESOPHAGUS	called	1	2.82	1	0.35	11	1	0.23	2.53450917761785	1.10607038697478
SKNFI_AUTONOMIC_GANGLIA	SKNFI_AUTONOMIC_GANGLIA	called	0.99	2.09	0	0.47	8	0.99	0.11	2.07497615934942	1.02838798514604
SNU119_OVARY	SNU119_OVARY	called	0.99	3.12	1	0.32	13	0.99	0.3	2.85750727937528	1.08849029399579
KYSE510_OESOPHAGUS	KYSE510_OESOPHAGUS	called	0.98	3.75	2	0.26	16	0.99	0.13	3.70598716348825	1.02467727534682
EFO21_OVARY	EFO21_OVARY	called	1	2.88	1	0.35	12	1	0.33	2.58570965931585	1.08594895637436
BCPAP_THYROID	BCPAP_THYROID	called	0.98	3.2	1	0.31	13	0.99	0.09	3.03420566126007	1.04577874664215
NCIH3255_LUNG	NCIH3255_LUNG	NULL	0.97	6.75	2	0.15	35	0.99	0.45	6.8891634609309	1.02262672621848
SNU423_LIVER	SNU423_LIVER	NULL	1	7.64	2	0.13	40	1	0.57	7.690609198879	1.00615060991588
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.09	1	0.32	12	1	0.2	2.85765111806316	1.06803825477567
COLO320_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	called	1	2.42	1	0.41	10	1	0.13	2.41089970641721	1.00339249817647
MEWO_SKIN	MEWO_SKIN	called	1	2.02	0	0.5	8	1	0.27	1.89648087930495	1.08148284373558
MDAMB415_BREAST	MDAMB415_BREAST	called	1	1.63	0	0.61	6	1	0.38	1.52196155561863	1.03702087891473
EFM19_BREAST	EFM19_BREAST	called	1	2.93	1	0.34	12	1	0.24	2.7731947639643	1.03437485048594
BEN_LUNG	BEN_LUNG	called	0.98	3.78	2	0.26	16	0.99	0.24	3.81885127539	1.00778724543813
NCIH2110_LUNG	NCIH2110_LUNG	called	0.99	2.67	1	0.37	11	0.99	0.3	2.38679070935304	1.13642207460372
KPL1_BREAST	KPL1_BREAST	called	0.98	3.68	1	0.27	15	0.99	0.22	3.63260370094305	1.02362611963169
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.96	1	0.33	12	0.99	0.11	2.94453133183743	1.00531974812991
TE5_OESOPHAGUS	TE5_OESOPHAGUS	called	1	2.98	1	0.34	12	1	0.3	2.80106583469908	1.0590570516662
MG63_BONE	MG63_BONE	called	1	3.22	1	0.31	13	1	0.22	3.03435839443568	1.07694862344459
NCIH1581_LUNG	NCIH1581_LUNG	called	1	1.66	0	0.6	6	1	0.4	1.58407398499448	1.06075741721933
JHH2_LIVER	JHH2_LIVER	called	1	2.82	1	0.35	11	1	0.42	2.5092903899363	1.08722458856793
HCC1569_BREAST	HCC1569_BREAST	called	0.98	3.31	1	0.3	14	0.99	0.26	3.09550068153429	1.06356342949226
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.99	0	0.5	8	1	0.55	1.97387773223045	1.00296811629065
8305C_THYROID	8305C_THYROID	called	0.99	3.19	1	0.31	13	0.99	0.43	2.94453133183743	1.05409406627375
CORL279_LUNG	CORL279_LUNG	called	1	1.78	0	0.56	7	1	0.29	1.7332530178674	0.995966030894135
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.26	0	0.44	9	1	0.19	2.09593551449436	1.08536415845054
SNU410_PANCREAS	SNU410_PANCREAS	called	1	2.87	1	0.35	12	1	0.26	2.45960311115695	1.13400358448893
HCC1187_BREAST	HCC1187_BREAST	called	1	1.4	0	0.72	5	1	0.2	1.37712776433596	0.993106271506342
59M_OVARY	59M_OVARY	called	0.99	2.6	1	0.38	10	0.99	0.36	2.53438160414598	1.00515254080422
BXPC3_PANCREAS	BXPC3_PANCREAS	called	1	2.52	1	0.4	10	1	0.15	2.36316069370579	1.04534813444282
AU565_BREAST	AU565_BREAST	called	1	3.75	1	0.27	15	1	0.17	3.52542148736538	1.09561787650607
TUHR14TKB_KIDNEY	TUHR14TKB_KIDNEY	called	1	1.89	0	0.53	7	1	0.43	1.87761057926434	1.02624855369446
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	1.95	0	0.51	8	0.99	0.54	1.73316577529314	1.06346790381633
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.72	0	0.58	7	1	0.62	1.7332530178674	1.02750287968986
CAL120_BREAST	CAL120_BREAST	NULL	1	6.94	2	0.14	36	1	0.38	7.02868758058929	1.04006953524358
KYSE180_OESOPHAGUS	KYSE180_OESOPHAGUS	called	1	2.69	1	0.37	11	1	0.27	2.38691085352428	1.10683370721401
SNU182_LIVER	SNU182_LIVER	called	0.98	3.32	1	0.3	14	0.99	0.22	3.31994980602353	1.00741096173668
YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.19	1	0.31	13	0.99	0.42	3.03420566126007	1.01009594474457
LI7_LIVER	LI7_LIVER	called	1	2.8	1	0.36	11	1	0.26	2.61169647342312	1.06572358441429
VMCUB1_URINARY_TRACT	VMCUB1_URINARY_TRACT	called	0.99	2.07	1	0.48	8	0.99	0.5	1.95413895490814	0.966655439780802
RH41_SOFT_TISSUE	RH41_SOFT_TISSUE	called	0.97	3.34	1	0.29	14	0.98	0.3	3.00355711922714	1.09076519619351
MCAS_OVARY	MCAS_OVARY	called	1	1.94	0	0.51	8	1	0.45	1.66529119494589	1.08712139511652
VMRCRCZ_KIDNEY	VMRCRCZ_KIDNEY	called	1	1.91	0	0.52	7	1	0.33	1.71600686218486	1.06299902326913
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.35	1.85892804184634	1.03786270266906
VMRCLCD_LUNG	VMRCLCD_LUNG	called	1	2.44	1	0.41	10	1	0.18	2.22554092849247	1.08354696385181
CALU3_LUNG	CALU3_LUNG	called	1	2.99	1	0.33	12	1	0.56	2.7731947639643	1.05129192781105
GSU_STOMACH	GSU_STOMACH	called	1	3.72	1	0.27	15	1	0.2	3.66929666761924	1.04598187574427
SW1463_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	called	1	3.45	1	0.29	14	1	0.4	3.93535069547047	0.894140056885119
647V_URINARY_TRACT	647V_URINARY_TRACT	called	1	2.51	1	0.4	10	1	0.5	2.27049983753241	1.0626512746962
NCIH647_LUNG	NCIH647_LUNG	called	1	3.31	2	0.3	13	1	0.24	3.064854203293	1.08998476706896
A704_KIDNEY	A704_KIDNEY	called	1	1.99	0	0.5	8	1	0.34	2.01375270747048	0.994220242792985
COV318_OVARY	COV318_OVARY	called	1	3.96	2	0.25	16	1	0.4	3.56085256235552	1.08626265763395
NCIH1666_LUNG	NCIH1666_LUNG	called	0.99	3.02	1	0.33	12	0.99	0.25	2.94453133183743	1.02061143417209
SKOV3_OVARY	SKOV3_OVARY	called	1	1.9	0	0.53	7	1	0.48	1.87761057926434	1.03955704598991
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.33	0	0.43	9	1	0.14	2.29331874026418	1.01466389295421
SKBR3_BREAST	SKBR3_BREAST	called	1	4.04	2	0.25	17	1	0.27	3.81904350536634	1.10117029663217
T84_LARGE_INTESTINE	T84_LARGE_INTESTINE	called	1	2.85	1	0.35	11	1	0.31	2.80106583469908	1.00378491894609
FTC238_THYROID	FTC238_THYROID	called	0.97	2.45	1	0.4	10	0.98	0.3	2.55946254395466	0.985450627192737
SH10TC_STOMACH	SH10TC_STOMACH	called	0.98	4.75	2	0.21	20	0.99	0.34	4.30574278965211	1.1045840000624
LS411N_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	called	0.98	3.41	1	0.29	14	0.99	0.31	3.56067332831359	0.970940079375713
LC1SQSF_LUNG	LC1SQSF_LUNG	NULL	1	7.44	2	0.13	39	1	0.35	7.76790110630677	1.05825014659391
SKNDZ_AUTONOMIC_GANGLIA	SKNDZ_AUTONOMIC_GANGLIA	called	0.98	2.04	0	0.48	8	0.98	0.43	1.85855126171885	1.02215550819879
NCCSTCK140_STOMACH	NCCSTCK140_STOMACH	called	0.99	2.18	0	0.45	9	0.99	0.58	2.07497615934942	1.04989122448971
DAOY_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	called	1	2.43	1	0.41	10	1	0.49	1.97387773223045	1.1268751738061
CFPAC1_PANCREAS	CFPAC1_PANCREAS	called	1	1.76	0	0.57	7	1	0.21	1.82211880039051	0.954841795698835
TE10_OESOPHAGUS	TE10_OESOPHAGUS	called	0.99	2.78	1	0.36	11	0.99	0.39	2.55985256272269	1.06803641411511
NCIH2342_LUNG	NCIH2342_LUNG	called	1	4.55	2	0.22	19	1	0.54	4.39294568091876	1.04196645450109
SNU1077_ENDOMETRIUM	SNU1077_ENDOMETRIUM	called	1	3.9	2	0.26	16	1	0.46	3.78104338756878	1.04632938791997
HSC4_UPPER_AERODIGESTIVE_TRACT	HSC4_UPPER_AERODIGESTIVE_TRACT	called	0.98	3.73	2	0.27	15	0.99	0.31	3.49016727249173	1.09830982236982
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.86	0	0.54	7	1	0.32	1.76826705143374	1.04278481923435
