array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
HCC1419_BREAST	HCC1419_BREAST	high non-clonal	0.96	3.69	1	0.27	15	0.98	0.25	3.56013082463775	1.07048580193817
NCIH650_LUNG	NCIH650_LUNG	high non-clonal	1	4.62	2	0.22	19	1	0.28	4.22069581699655	1.09639330638308
VMRCLCP_LUNG	VMRCLCP_LUNG	high non-clonal	1	1.8	0	0.56	7	1	0.29	1.58407398499448	1.05561140459448
DKMG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	called	1	1.91	0	0.52	7	1	0.16	1.95423732063594	0.995703355900386
NCIH226_LUNG	NCIH226_LUNG	high non-clonal	1	1.96	0	0.51	8	1	0.16	1.80398841539786	1.06383214336347
PK59_PANCREAS	PK59_PANCREAS	high non-clonal	1	3.46	1	0.29	14	1	0.29	3.32011692273655	1.03136872536199
ONS76_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	high non-clonal	0.98	3.66	2	0.27	15	0.99	0.22	3.78085307031267	0.96022426282971
ES2_OVARY	ES2_OVARY	high non-clonal	1	6.44	2	0.16	33	1	0.42	6.48829639928671	0.991198604355121
RVH421_SKIN	RVH421_SKIN	high non-clonal	0.98	3.22	1	0.31	13	0.99	0.4	3.03420566126007	1.04985016180024
COLO679_SKIN	COLO679_SKIN	high non-clonal	1	2.14	0	0.47	8	1	0.19	1.97387773223045	1.06278126335637
MDAMB175VII_BREAST	MDAMB175VII_BREAST	high non-clonal	1	2.03	0	0.49	8	1	0.45	2.03399125864675	0.93741358422863
NCIH2106_LUNG	NCIH2106_LUNG	high non-clonal	1	3.54	1	0.28	14	1	0.4	3.42122953628967	1.01759149055188
SNU1076_UPPER_AERODIGESTIVE_TRACT	SNU1076_UPPER_AERODIGESTIVE_TRACT	high non-clonal	1	3.71	1	0.27	15	1	0.45	3.74342137726086	0.965939968780726
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.04	0	0.49	8	1	0	2.09593551449436	0.970982605741145
SCABER_URINARY_TRACT	SCABER_URINARY_TRACT	high non-clonal	1	6.32	2	0.16	32	1	0.42	5.75460267600573	1.10735574414836
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.19	0	0.46	9	1	0	2.07508060767412	1.05212033551423
NCIH1648_LUNG	NCIH1648_LUNG	called	0.99	2.5	1	0.4	10	0.99	0.11	2.22542890680971	1.11350457683526
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.2	0	0.45	9	0.99	0.05	2.13816859124707	1.02030582701162
T47D_BREAST	T47D_BREAST	high non-clonal	1	2.89	1	0.35	12	1	0.28	2.82921701435156	1.04503475314184
IMR32_AUTONOMIC_GANGLIA	IMR32_AUTONOMIC_GANGLIA	called	0.99	2.21	0	0.45	9	0.99	0.07	2.13816859124707	1.04101807967283
KURAMOCHI_OVARY	KURAMOCHI_OVARY	high non-clonal	1	2.8	1	0.36	11	1	0.37	2.53450917761785	1.11912015646205
22RV1_PROSTATE	22RV1_PROSTATE	called	0.99	2.13	0	0.46	8	0.99	0.01	2.11689345829185	1.00910961823107
NUGC4_STOMACH	NUGC4_STOMACH	called	1	2.44	0	0.41	10	1	0.16	2.45960311115695	1.00719100279821
UACC62_SKIN	UACC62_SKIN	high non-clonal	1	3.41	1	0.29	14	1	0.21	3.32011692273655	1.03450644630307
SJRH30_SOFT_TISSUE	SJRH30_SOFT_TISSUE	high non-clonal	0.98	4.93	2	0.2	21	0.99	0.4	4.90350210015116	1.0126036970747
KS1_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	high non-clonal	0.98	3.61	1	0.27	15	0.99	0.41	3.63260370094305	1.0243907950991
SKMEL3_SKIN	SKMEL3_SKIN	high non-clonal	0.98	4.05	2	0.24	17	0.99	0.39	3.89599718851577	1.06205906501752
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.51	1.55	0	0.29	14	0.45	0.22	1.7789633818609	0.921570802169117
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.97	2.23	0	0.43	9	0.97	0.21	2.20238484240643	1.03578859388235
NCIH1048_LUNG	NCIH1048_LUNG	called	0.99	2.03	0	0.49	8	0.99	0.02	2.33952908676874	0.869190898283636
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.99	2.28	0	0.44	9	0.99	0.3	2.09583001644655	1.05737688892785
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	2.03	0	0.48	8	0.98	0.02	2.03357899552064	0.9952025382693
IM95_STOMACH	IM95_STOMACH	called	1	2.09	0	0.48	8	1	0.03	1.93479233440203	1.07914160264347
COLO704_OVARY	COLO704_OVARY	called	1	2.23	0	0.45	9	1	0.1	2.22554092849247	1.0025053656936
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.02	0	0.49	8	1	0.07	1.93479233440203	1.04102545308019
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.99	2.13	0	0.47	8	0.99	0.06	2.15965754284322	0.997223405388199
RKO_LARGE_INTESTINE	RKO_LARGE_INTESTINE	called	1	2.15	0	0.46	8	1	0.06	2.09593551449436	1.03131872149471
SKNSH_AUTONOMIC_GANGLIA	SKNSH_AUTONOMIC_GANGLIA	called	0.99	2.08	0	0.48	8	0.99	0	2.24779483915708	0.930576650496053
SNU201_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	1.87	0	0.54	7	1	0.39	1.71600686218486	0.985035738817586
HCT15_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	called	0.99	2	0	0.49	8	0.99	0	2.15965754284322	0.922039446070452
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.24	2.43	0	0.11	47	0.28	0.31	1.87821907989056	1.05446884047349
CORL47_LUNG	CORL47_LUNG	called	0.99	1.95	0	0.51	8	0.99	0	1.91544441105801	1.01707114070044
CORL24_LUNG	CORL24_LUNG	called	1	1.78	0	0.56	7	1	0.02	1.9155408290139	0.939724387426616
HLFA_LUNG	HLFA_LUNG	called	0.96	4	1	0.25	18	0.98	0.03	3.74266263525901	1.06304243525821
CORL88_LUNG	CORL88_LUNG	called	1	1.92	0	0.52	8	1	0.28	1.80398841539786	0.997308106822093
NCIH2405_LUNG	NCIH2405_LUNG	called	1	1.9	0	0.53	8	1	0.12	2.03399125864675	0.961745805055538
HCC827_LUNG	HCC827_LUNG	called	1	2.74	1	0.37	12	1	0.18	2.45960311115695	1.11965816827178
CORL95_LUNG	CORL95_LUNG	called	1	2.92	1	0.34	13	1	0.17	2.88637098926796	1.01694228009477
NCIH1436_LUNG	NCIH1436_LUNG	called	1	2.06	0	0.49	9	1	0.03	1.95423732063594	1.05252515601451
HCC2935_LUNG	HCC2935_LUNG	called	1	1.52	0	0.66	6	1	0.42	1.55270721851134	0.980263806576356
NCIH520_LUNG	NCIH520_LUNG	called	1	2.6	1	0.38	11	1	0.38	2.41089970641721	1.07351381221163
NCIH292_LUNG	NCIH292_LUNG	called	0.99	2.1	0	0.47	9	0.99	0.04	1.91544441105801	1.08974465607025
LCLC97TM1_LUNG	LCLC97TM1_LUNG	called	0.94	2.9	1	0.33	13	0.96	0.32	3.06233594507154	0.924407108671345
CORL51_LUNG	CORL51_LUNG	called	1	3.75	1	0.27	16	1	0.28	4.13712044025139	0.894349220963266
CORL105_LUNG	CORL105_LUNG	called	1	1.77	0	0.57	7	1	0.18	1.61607440219289	1.09132642700336
NCIH2141_LUNG	NCIH2141_LUNG	called	1	3	1	0.33	13	1	0.25	2.97427407256307	0.997198626743425
HCC1171_LUNG	HCC1171_LUNG	called	1	2.55	1	0.39	11	1	0.43	2.41089970641721	1.07901987921643
NCIH1299_LUNG	NCIH1299_LUNG	called	1	5.24	2	0.19	27	1	0.5	4.85495581123743	1.07508114965752
CHAGOK1_LUNG	CHAGOK1_LUNG	called	1	2.24	1	0.45	9	1	0.15	1.97387773223045	1.13675143372869
HCC2279_LUNG	HCC2279_LUNG	called	0.99	2.68	1	0.37	12	0.99	0.15	2.69109901017445	0.982774566586818
LXF289_LUNG	LXF289_LUNG	called	1	3.11	1	0.32	13	1	0.34	2.88637098926796	1.09619297981942
NCIH854_LUNG	NCIH854_LUNG	called	1	2.79	1	0.36	12	1	0.38	2.63794445935415	1.04099451221334
HCC95_LUNG	HCC95_LUNG	called	1	4.71	2	0.21	21	1	0.43	4.30595952834521	1.121865943879
NCIH2081_LUNG	NCIH2081_LUNG	called	1	3.09	1	0.32	13	1	0.28	3.25437420288967	0.94109806602645
NCIH841_LUNG	NCIH841_LUNG	called	1	2.59	1	0.39	11	1	0.23	2.53450917761785	1.01590352774964
NCIH1915_LUNG	NCIH1915_LUNG	called	1	2.08	0	0.48	9	1	0.23	2.05443321064389	1.02260710110965
NCIH1385_LUNG	NCIH1385_LUNG	called	0.99	2.69	1	0.37	12	0.99	0.13	2.45947930805097	1.07696660389447
NCIH1339_LUNG	NCIH1339_LUNG	called	1	2.14	0	0.47	9	1	0.37	1.89648087930495	1.07966912355063
NCIH1876_LUNG	NCIH1876_LUNG	called	1	2.58	1	0.39	11	1	0.36	2.31636697678109	1.07580706253687
NCIH1869_LUNG	NCIH1869_LUNG	called	1	3.99	2	0.25	17	1	0.39	3.93535069547047	1.02845823574548
HCC4006_LUNG	HCC4006_LUNG	called	1	3.47	1	0.29	15	1	0.5	3.32011692273655	1.03009250816946
NCIH2029_LUNG	NCIH2029_LUNG	called	1	1.9	0	0.53	8	1	0.22	1.89648087930495	0.942714736921912
NCIH1838_LUNG	NCIH1838_LUNG	called	1	2.96	2	0.34	13	1	0.42	2.85765111806316	1.05288235622844
NCIH1694_LUNG	NCIH1694_LUNG	called	0.99	2.47	1	0.4	11	0.99	0.14	2.55985256272269	0.969828396898785
NCIH1092_LUNG	NCIH1092_LUNG	called	1	2.86	1	0.35	12	1	0.49	2.82921701435156	1.0268402045388
CORL279_LUNG	CORL279_LUNG	called	1	1.78	0	0.56	7	1	0.29	1.7332530178674	0.995966030894135
LC1SQSF_LUNG	LC1SQSF_LUNG	called	1	5.06	2	0.2	26	1	0.44	4.80664819377518	1.05825014659391
NCIH2009_LUNG	NCIH2009_LUNG	called	1	2.41	1	0.42	10	1	0.48	2.74560101501692	0.917523321583822
NCIH2126_LUNG	NCIH2126_LUNG	called	1	3.45	2	0.29	15	1	0.41	3.25437420288967	1.06901646464524
LC1F_LUNG	LC1F_LUNG	called	0.97	5.33	2	0.19	29	0.99	0.39	5.31190041141075	1.01564947073175
NCIH1105_LUNG	NCIH1105_LUNG	called	1	3.36	1	0.3	15	1	0.25	3.25437420288967	1.04659730204422
NCIH2110_LUNG	NCIH2110_LUNG	called	0.99	2.67	1	0.37	11	0.99	0.3	2.38679070935304	1.13642207460372
